maxmin,default
55.8716,50.724
58.5212,48.96
61.1708,46.8
63.8204,48.564
65.24946667,50.256
60.87946667,51.624
53.37226667,52.776
45.86506667,54.144
44.09866667,56.124
46.74826667,57.204
49.39786667,57.348
53.04413333,54.792
51.39426667,53.172
54.04386667,52.596
56.69346667,52.128
58.85546667,51.696
60.18026667,53.316
61.33333333,54.684
61.33333333,56.736
61.33333333,57.42
69,57.888
69,59.076
68.678,59.256
62.054,59.256
55.43,57.708
57.4172,55.908
55.8118,54.36
51.175,53.82
46.5382,54
41.9014,53.424
37.2646,51.948
34.0308,50.724
34.9048,52.128
36.892,53.244
38.8792,54.684
40.8664,55.332
42.8536,54.936
44.8408,58.14
46.828,58.716
48.8152,58.788
50.8024,59.184
52.7896,60.48
54.7768,61.56
56.764,63.648
58.7512,64.728
60.7384,65.556
46,65.808
46,66.636
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,-3.6
